,text,target
3584,name is The Punter. located city centre. not family-friendly. rated low,The Punter is restaurant in the city centre with no low rank
3585,name is The Punter. rated low. not family-friendly. located city centre,The Punter in the city centre is not family-friendly and has a low customer rating.
3586,not family-friendly. rated low. located city centre. name is The Punter,"No, The Punter is restaurant located in the city centre with low rank"
3587,name is The Punter. rated low. not family-friendly. located city centre,"Low rated The Punter can be found in the city centre, not family-friendly."
3588,family-friendly. name is The Punter. located city centre. rated low,"The Punter is located in the City Centre, is family-friendly but is also rated lowly."
3589,located city centre. rated low. name is The Punter. family-friendly,The Punter is family-friendly.  It is locate in the city centre.  It has a low customer rating.
3590,rated low. located city centre. name is The Punter. family-friendly,The Punter is a family-friendly restaurant in the city centre but has a low customer rating.
3591,name is The Punter. family-friendly. rated low. located city centre,The Punter has a low customer rating. It's family-friendly and is located in the City Centre.
3592,located city centre. rated low. family-friendly. name is The Punter,The Punter is family-friendly.  It is locate in the city centre.  It has a low customer rating.
3593,located city centre. rated low. name is The Punter. family-friendly,There is a family-friendly restaurant called The Punter located in the city centre and has a low customer rating.
3594,name is The Punter. not family-friendly. located riverside. rated low,Very Poor unfriendly The Punter near riverside is bad.
3595,not family-friendly. located riverside. name is The Punter. rated low,A 1 star non family restaurant is The Punter.
3596,not family-friendly. rated low. name is The Punter. located riverside,The Punter is in the riverside area. It is not family-friendly and has a low customer rating.
3597,located riverside. not family-friendly. name is The Punter. rated low,The Punter does not allowed any children and it's an only 1 star rating.
3598,rated low. located riverside. not family-friendly. name is The Punter,The Punter have very low rating and only meant for adults.
3599,name is The Punter. rated low. not family-friendly. located riverside,The Punter is located in riverside. It is not family-friendly and has a low customer rating.
3600,name is The Punter. rated low. not family-friendly. located riverside,"Located in riverside, The Punter has a low customer rating and is not family-friendly."
3601,located riverside. rated low. not family-friendly. name is The Punter,The Punter is 1 star non family restaurant.
3602,name is The Punter. located riverside. rated low. not family-friendly,Do not go to The Punter near riverside.
3603,name is The Punter. not family-friendly. rated low. located riverside,"The Punter, located in City Centre, is not family friendly and has a really low rating."
3604,located riverside. not family-friendly. rated low. name is The Punter,In the riverside area is a non family-friendly venue called The Punter. It has a low customer rating.
3605,located riverside. name is The Punter. family-friendly. rated low,The Punter is a children-friendly restaurant in riverside with a low customer rating.
3606,rated low. family-friendly. name is The Punter. located riverside,"Describing itself as family friendly, The Punter at the riverside continues to have low customer ratings."
3607,name is The Punter. located riverside. rated low. family-friendly,The Punter is low rated and child friendly located on the riverside
3608,located riverside. rated low. name is The Punter. family-friendly,"Located riverside, The Punter is children friendly, and has a low customer rating."
3609,name is The Punter. located riverside. family-friendly. rated low,riverside restaurant The Punter children  customer Rating very low.
3610,family-friendly. rated low. name is The Punter. located riverside,"The Punter has a low customer rating, is family friendly and located in riverside"
3611,name is The Punter. rated low. family-friendly. located riverside,"In the riverside area, there is a children-friendly restaurant named The Punter. It has a low customer rating."
3612,family-friendly. located riverside. rated low. name is The Punter,The Punter is a family friendly restaurant in the riverside area with low customer ratings.
3613,name is The Punter. rated low. located riverside. family-friendly,The Punter might have low ratings...but it is riverside and offers a children Friendly great time.
3614,family-friendly. located riverside. rated low. name is The Punter,The Punter in riverside is family friendly but customers give it a low rating
3615,family-friendly. name is The Punter. located riverside. rated low,"The low customer rated venue, The Punter, is a family-friendly venue in riverside."
3616,rated low. name is The Punter. family-friendly. located riverside,riverside restaurant The Punter children  customer Rating very low.
3617,name is The Punter. located riverside. rated low. family-friendly,The Punter has a low customer rating is in riverside and is family friendly
3618,located riverside. family-friendly. rated low. name is The Punter,The low rated family friendly restaurant The Punter is located on the riverside.
3619,rated low. located riverside. name is The Punter. family-friendly,The Punter is a low-priced family friendly restaurant near riverside.
3620,name is The Punter. family-friendly. located riverside. rated low,"Riverside has a kid-friendly place called The Punter, it has a low customer rating."
3621,family-friendly. rated low. name is The Punter. located riverside,In the riverside is a children friendly place called The Punter. It is however rated low by its customers.
3622,rated low. name is The Punter. located riverside. family-friendly,The family friendly low rated restaurant The Punter is located on the riverside.
